row.names	c1G	c1R	c2G	c2R	c3G	c3R	c4G	c4R	c5G	c5R	c6G	c6R	c7G	c7R	c8G	c8R	k1G	k1R	k2G	k2R	k3G	k3R	k4G	k4R	k5G	k5R	k6G	k6R	k7G	k7R	k8G	k8R
5847	1154.08	1039.65	903.64	1306.07	592.72	669.22	537.04	648.84	780	1247.23	931.08	1101.33	876.08	800.92	805.44	1432.81	888.64	2241.09	447.17	662.17	623.73	888.91	703.44	1726	652.27	788.73	445.83	482.56	988.71	1275.43	1521.58	3648.33
5848	1493.67	1612.17	1040.33	1534.92	469.88	591.62	550.95	624.4	673	916	1157	1370.44	530	541.54	595.56	979	831.56	2156.93	709.5	841.3	1280.92	1557.69	419.43	820.64	550.21	437.74	704.64	937.91	1746.44	1911	619.86	825.24
5849	1048.64	1061.4	922.08	1341.31	456.05	577.4	737.64	1048.18	478.31	416.08	1081.11	930.44	406.85	422.2	956.33	1735.25	994.92	2740.23	559.08	776.25	928	1042.12	723.38	1778.31	406.42	859.25	652.62	753.88	1215.34	1373.6	1112.75	2150.5
5850	1400.35	1573.5	782.17	1675.58	697	760.36	533.18	738.42	719.94	851.88	1093.78	1509.86	700.07	625.93	1214.8	2062.4	1087.26	2435.47	792.54	1307.07	833.78	920.04	532.9	805.7	687.55	900.95	634.14	1048.21	1168.9	1344.05	1215.9	2143.6
5851	1501.72	1650.91	818.92	1344.17	604.64	595.85	513.31	646.31	917.3	1103	981.67	1009.8	544.37	462.16	1032.08	1579.92	945.5	2222.07	456.9	751.27	986.6	1375.35	527.66	1434	648.86	687.81	777.2	1441.6	1072	1187.5	832.47	1159.53
5852	1058.33	941.28	668.6	642.81	544.69	590	454.56	800.12	787.21	1042.26	946.75	1332.41	635.89	448.5	822.43	1209.71	962.54	2262.33	554.67	898.5	431.8	589.64	375.29	700.5	673.42	652.26	687.3	1131.7	1006.71	1122.43	631.67	1209.33
5853	1212.18	1329.09	717.56	782.3	654.82	767.73	480.48	603.24	871.28	1232.73	1052.71	1324.53	827.58	773.08	1036.47	2096.35	1118.33	2679.94	622.83	842.17	1008.17	1217.87	618.75	1208.5	643.82	923.09	907.28	1395.29	927.39	1359.52	673.07	1154.5
5854	1283.56	1459.56	771.27	1202.09	723.77	907	646.35	753.22	687.43	877.61	1093.1	1147.4	785.94	733.9	775.35	1394.61	1108.2	2677.53	840	1483.47	988.22	1041.67	697.22	1307.78	633.89	576.89	698.25	1265.92	1210.4	1499.33	1285.38	2960.15
5855	1815.93	2302.86	1020.96	1304.09	740.39	887.61	806.78	943.17	918.36	1169.21	1032.23	918.32	897.57	692.97	1273.4	2673.13	1064.83	4279.08	759.92	1163	1064.62	1615.88	779.54	1720.55	573.09	718.98	829.33	1180.1	1266.04	1705.61	1541.93	4129.28
5856	1800.78	1706.11	715.67	1073.27	434	552.83	2689.25	2054.58	372.76	424.62	473.47	680.21	569.56	534.44	592.9	1329	1069.28	2743.07	572.17	694.91	842.73	1285.07	556.56	1199.56	676.45	792.5	455.38	889.61	1610.89	1892	646.96	772.81
5857	3016.26	2382.04	1183.35	1095.7	1592.48	1233.74	899.26	1067.58	2101.83	1131.46	2322.75	1427.35	1900.8	951.25	1262.57	1158.95	1187.47	1751.1	971.21	1169.46	1822.84	1756.3	1574.92	2160.04	1587.56	1091.72	2071.5	2225.08	2239	1259.29	1845.43	2324.31
5858	5780.17	4253.59	2275.31	1865.46	3084.44	2545.89	1311.17	1436	5180.6	2303.6	4557.33	2705.67	3052.77	1318.85	1718.25	1413.16	2688	2860.85	2193.7	2113.5	3557.67	3332.33	2432.58	2448.33	2021.25	1874.44	3364.67	2794.11	4889.7	2438.5	3345	2356
5859	4735.46	3771.15	1631.92	1270.75	1791.13	1283.93	1311.36	1072.93	3342	1953.11	2869.07	1637.43	2148.18	1033.76	1365.93	1268	2509.63	3144.33	1575.75	1118.08	2429.43	1912.7	1712.94	2108.75	2098.94	1522.53	1757	2053.25	3325.96	1857.22	2416.42	2911.08
5860	3522.94	3239.38	2485.27	2172.45	2302.38	2000.3	1378.08	1210.42	2063.18	1283.82	4754.09	2662.18	2630.56	1344.67	3179.33	2889	1789.59	2940.63	1993.25	2680.81	2441.56	2422.94	2963.7	3421.5	2355.84	1802	2461.94	2589.31	3559	2232.75	1921.5	2197.56
5861	2919	1656.75	1503.59	1090.83	1432.95	832.6	1043.09	818.09	1724.82	875.82	3016.5	1786.5	1376.5	634.46	2456.22	1921	969.84	1595.08	2022.5	1889.25	2128.84	1577.95	1762	1750.33	1241.18	790.56	2088	1446.17	2077.41	1042	1573.83	2269.58
5862	2751.05	2016.04	1673.9	1386.62	1667.28	1219.64	1086.88	639.83	2297.89	1141.61	3654.9	2034.25	1636.78	696.17	1720.38	1518.95	983.54	1909.76	1169	1589.3	2222.69	1589.55	1654.08	2817.92	1897.13	1051.13	1787.41	1464.59	2280.59	1347.41	1468.58	1468.92
5863	3151.4	2273.2	1780.94	1419.47	1636.14	1076.07	789.88	641.22	2756.42	1249.92	3940.64	2250.22	1454.9	710.4	1945.44	1995	1269.37	2023.27	1840.42	1779.42	2345.57	2018.14	2224.31	2213.13	1490.89	1066.68	2849.89	2070.33	2792.38	1566.12	1774.41	1657.92
5864	6332.18	4512.41	3423.74	2320.16	4140.75	2707.08	1880.6	1397.2	5053.16	2249.38	7248.81	3354	3301.93	1347.43	4183.73	2926	2689.69	3224.47	3807.33	3242.86	3881.41	2626.41	3956.33	3290.92	2920.5	1943.69	6966.89	4431.67	5718.79	2559.93	2907.43	2029.64
5865	2219.47	2009.76	1568.67	1291.47	1742.43	1235.43	790.63	753.66	2029.71	1316.82	2415	1595.06	1851.08	948	1646.88	1673.59	1244.67	2768.67	1392	1714.83	1864.28	1401.28	1548.89	1997.22	1792.81	1408.33	1755.65	1650.29	2096.43	1149.3	1302.75	2288.67
5866	6719.21	3795.65	3300.56	2319.62	5495.5	3393.92	2612	1860.5	6260.86	2802.57	8382.25	5043.5	5048.58	2212.59	3414.19	2344.56	3348.52	2193.86	2683	3366.2	5178.94	4434	3582.38	2974.25	5316.38	3372	5537.44	3679.11	7095.21	2841.64	2547.12	1744.25
5867	5310	3313.33	2368.77	1614.69	2451.06	1490.19	1274.42	831.21	3712.25	1922	5577.89	2865.11	3358.13	1341.33	2070.29	1646.1	2261.82	2791.32	2426.25	2277.44	2836.57	2214.21	2974.44	2973.44	3237.53	2097.93	3129.62	2183.24	4037.15	1994.95	2044.75	2400.67
5868	4531.16	2403.92	3275.8	1624.4	3208.76	1375.29	1461.22	771.17	2964.63	1526.79	5677.09	3033.09	3737.27	1451.53	2979.31	1827.5	2230.48	2247.73	2564.79	1608.29	3841.32	1851.72	2471.67	2127.33	3176.35	1209.12	3930.44	1982.06	3931.48	1735.96	2252	1732
5869	5608.75	3639	2158.5	1570.29	3242.85	2079.15	1472.17	1288	3336.17	1875.42	4697.44	2708.78	2634.15	1127.38	2599.33	1879.4	2326.17	2390.5	2186.31	2007.75	3236	2298.81	1773.63	1800.44	3312.53	1863.47	3429.73	2487.91	3769.12	2027.88	1808.84	1729.68
5870	7344.82	5075.45	2061.44	1442	4159.57	2567.21	1940	1436.45	4124.82	1913.88	5726.64	2982.07	3159.53	1229.24	3166.25	2397.58	2988.93	2950.22	3091.4	2409.4	4132.62	2673.44	2695.5	2598.6	2998.07	1721.2	3229.33	2486	3679.21	1761.05	2593.29	2121.79
5871	10060.2	7340.86	3859.05	2259.65	6260.08	3938.17	2568.15	1770	7386.66	3538.89	8995.08	4500.5	6905.67	2536.78	5088	3173.25	5141.92	5078.64	5707	4519.4	6405.88	4698.06	6205.6	5585.6	4649.8	3319.13	6452.55	3762.45	7734.33	3730.08	3968.44	2679.27
5872	2342.67	2497.33	1293.86	1120.5	1052.56	1003.5	896.91	1043.09	1387.07	958	1791.5	1258.9	1354.36	704.43	1510.87	1769.73	2058	3131	1637.33	1468.78	1826.14	1736.64	1468.47	2139.67	1082.24	1056.65	1556.2	1107	1493.53	1210.93	1591.4	1591.4
5873	10492.14	5468.14	6506.54	2918.62	10512.83	4607.59	2993.77	1725.68	8033.6	3339.55	11668.72	5002.28	7104.63	2614.16	5885.56	3559.81	5433.4	3775.5	7395.11	4612.78	10429.42	4481	4368.25	2963.55	7165.96	2908.57	7752.64	3859.21	9985.78	3831.4	4185.86	2219.9
5874	8334.63	4977	4542.55	3049.27	7153.09	3644	2556.92	1599.33	6743	3410.89	5137.58	3076.25	4859.73	1784.4	3408.27	2747.27	7422.67	5429.15	4190.27	2719.18	8780.39	5053.5	3550.78	3607.56	6945.36	3899.05	3607.92	2360.75	7462.29	3624.21	3598.88	3298.19
5875	3117	2059.8	1336.8	1038.65	979.14	782.82	662.31	1074	2305.4	1198.2	2536.94	1626.31	2320.77	984.38	1528.7	1742.6	1929.27	3555.13	1284.95	1205.68	1831.05	1320.34	1761.11	2359	1910.45	1247.6	1380.75	1594	2421.56	2120	1431.17	2457.17
5876	5301.27	4434.9	2745.17	1847.33	2820.86	2002.8	1721	1661.42	3765	2334.42	4136.43	2760.43	3801.57	1826.21	2539.75	2587.17	3173.81	5439.24	3173.6	2645	2975	2087.28	2295.66	2781.67	2875.46	2090.64	3189	2548.63	3424.67	2233.06	2362.44	2694
5877	2304.73	1768.05	1180.5	1004.45	1228.1	849.5	1116.8	897.33	1730.19	858.65	2409.83	1384.5	1658.19	842.62	1117.94	1108.69	1273	2176.65	1470.5	1342.86	1554	1474.84	1330.85	1839.35	1482.69	1080.62	1929.75	1642.19	2178.06	1261.36	1416	1529.86
5878	3743.33	2747	1459.58	1068.33	1226.61	1031.94	1017.08	942.15	1935.62	1368.19	2656.67	1866.11	1908.33	1092.58	1571.5	1291.93	2163.96	3032.76	1545.78	1374.22	2154.07	2113.21	1205.5	1523.17	1954.69	1642.07	1214.12	1278.06	1991.48	1482.7	1633.25	2888.5
5879	1949.64	1760.64	859.31	810.91	750.31	638.17	629.47	770.27	805.57	554.56	734.96	758.21	1078.69	593.38	907.31	1067.69	669.67	769.75	599.14	689.93	1214.75	932.94	873.33	1125.33	975.56	723.5	876.5	923.08	1148.43	812.89	1042.5	1449.67
5880	3737.92	2923.79	938.36	841.38	1369.13	1004.33	842.65	624.24	1335.74	804.13	1571.38	1116.06	1139.9	809.35	957.69	948.81	891.31	1387.49	906.74	874.05	1419.48	1138.24	826.95	1200.89	1416.45	1066.03	910.83	921.37	1375.04	717.27	1082.39	1296.39
5881	7471.5	5970.31	10824.5	6827.69	6977.91	4892.67	4110.54	2186.93	5238.81	3230.94	12799.68	6721.48	9070.44	3969.11	10267.94	7046.38	5126.54	5714.97	5889.97	4586.41	8508.7	6220.8	9205.88	7225.69	6556.33	5051.33	8570.17	5625.89	10263.3	6330.7	6385.11	3820.61
5882	786.2	711.47	1043.22	1072.5	557	550.77	633.5	614.5	1261.33	1104.07	1488.5	1209.33	641.57	553.81	601.58	785.11	1061.48	2413.08	770.29	855.29	1161.82	1115.24	1113.78	1992	1262.06	1306.5	1777.25	1724.33	890.62	780.69	990	1827.89
5883	786.92	1038.67	902.7	798.12	724.11	793.23	684.47	730.47	436.76	418.94	1176.93	1254.4	499.89	531.61	940.07	1612.64	1127.7	2983.18	1247.64	1266.91	907.37	874.32	849.31	1630.06	697	1094.87	998.58	1277.83	1274	1485.07	990.22	2084.44
5884	668.25	787.08	816.17	839.21	624.85	639.77	517.85	685.69	389.53	537.07	739.83	1267	433.86	513.71	786.6	1335.6	1046.44	2829.83	648.21	905	819.35	1066.18	658.2	1933.2	727	994.06	922.42	1225.25	983.42	1587.47	1430.11	2857
5885	1842.82	1322.12	973.4	1106.6	1283.78	1037.67	551.56	530.71	1239.5	842.58	1996.11	2226.78	1095.64	701.93	1433	2087.33	1433.6	3706.33	1246.45	1708.73	1247.43	1203.71	858.07	1290.57	1089.23	1305.62	1750.67	2102.11	1567	1526.5	1192.15	2104.85
5886	4811	3213.08	2243.5	1813.62	4314.4	2202.2	1679.08	924.23	3810.62	1649.81	7263.5	4097.2	3101.5	1251.33	3507.33	2711.87	3172.77	4374.19	2780.83	2641.17	4010.07	2262.14	2735.8	2328.3	3761	2138	3516.25	2711.83	4643.06	2414.31	1652.21	2260.58
5887	2806.76	1535.28	1358.62	1081.33	1534.92	966.58	684.29	693.48	1357.22	728.45	2575.56	1855	1287.41	778.3	1329.88	1267.5	1417.38	3184.21	1396.27	1565.47	1534.54	1308.27	1196.33	1662.33	1209.35	1140.1	1861.73	1652.73	2513.27	2028.8	1434.4	2174.4
5888	2945.62	1989.5	823.67	691.17	699.53	472.78	607.13	458.35	684.27	463.94	1017.61	1058.17	623.67	468	792.67	1193.41	602.38	1118.02	733.83	986.5	899.88	892.19	790.44	1453.55	866.8	1087.33	867.9	805.05	886.48	733.81	710.86	1886.21
5889	10242.6	7840.67	7045.5	4047.75	7134.2	4232.06	3205.68	2013	7776.86	3998.5	11390.75	5996.09	3654.42	1702.42	4955.44	3039.11	7652.21	5257.93	4934.06	3477.32	8105.17	4676.33	6283.22	5744	5722.19	2803.14	7502.89	5376.33	7581.52	3568.8	4763.67	3445.5
5890	2376.19	1513.97	760.3	975.55	476.43	444.91	595.43	712.5	497.7	402.3	910.58	1433.42	668.75	682.25	965.33	1185.78	990.44	2837.19	842.47	1020.73	699.52	751.52	659	1288.94	822	1138.86	744.93	1028.5	745.32	966.96	900.89	2388.33
5891	4165.27	2777.33	883.73	1098.67	599.54	598.54	565.41	796.92	728.38	682.38	1189.22	2077.22	845.75	797.67	875.2	1437.67	1368.85	3815.1	1013.89	1351.56	997.4	1044.3	691.56	1266.33	709.17	902.56	1027.09	1728.27	939.8	942.85	885.36	1462.42
5892	3249.93	2216.06	1351	1226.57	1895.08	1095.15	626.07	841.43	2648.67	1117.84	4116.4	1753.6	2487.55	1044.18	1819.75	1542.58	2092.26	3149.55	1624.4	1565.8	2215	1383.76	881.63	1144.75	1942.74	1133.05	1452.04	1308.76	2775.38	1511.9	1486.44	2034.56
5893	2947.13	1867.47	1115.29	1118.71	1499.09	888.36	738.5	606.83	2055.46	1139.13	2433.27	1926.82	1248.47	795.33	1372.27	1431.33	1815.35	3598.83	1059.31	1019.12	1485.57	1394	1032.85	1439.62	1143.7	790.63	1813.56	2131.44	2620.62	1509.46	1283	1548.67
5894	5442.53	2653.4	4615.11	2532.55	6384.82	2851	2129.47	1250.2	5803.56	2607.88	6714.88	3599.12	4969.25	1947.12	3278.14	2421.14	4843.18	3541.48	5704	3088.89	8205.42	3748.42	3496.83	2462.33	5113.09	2143	5708.75	2688.69	7943.5	3246.85	3260.45	1805.89
5895	2507	1781	2103.73	1457.47	2055.67	1413.11	1260.95	1021.27	1645.11	1485.11	2712.69	1621.81	1336.5	843.4	1700.42	2044.25	2243.83	3838.22	2475.89	1655.11	2335.25	1476.67	1327.27	1573.34	2157.89	1186.73	2257.08	1525.17	2259.92	1862.33	2084.8	3159.1
5896	1759.16	1381.16	839.95	861.05	703.76	703.53	581.39	690.81	1101.8	1232.2	1197.22	1125.78	649.4	701.47	767.45	1399.27	1263.62	3399.38	877.26	1177.69	963.57	963.48	692	1186.31	798.4	1039.73	749.95	1041.6	1204.11	1517.44	1017.25	2097.58
5897	1890.86	1414.19	892.57	827.74	801.42	804.75	617.82	700	621.36	575.31	1339.67	1579.11	770.5	668.83	606.75	963.63	1153.38	2716.67	713.56	1129.44	1084.72	1101.62	545.6	960.95	1174.84	1277.09	843.81	1248.69	1110.45	1235.22	917.82	1971.41
5898	1650.06	1568.35	941.21	863.32	755.7	708.06	520.03	603.33	544.94	604.72	1361.78	1572.44	925.77	626.46	703.92	1004.31	1328.43	3527.29	1392.33	1631.2	1371.72	1517.33	810.78	1219.22	834.33	1058.7	951.78	1810.45	1012.53	1244.25	1379	2948.23
5899	4038.61	3045	1007.37	1130.13	1596.45	1043.67	719.37	674.84	1494.25	940.5	1215.5	1108.57	1275.36	695.07	1210.5	1919	1275.57	2556.36	1181.67	1181.78	1380.38	1175.12	926	1361.5	1726.7	1246.7	1373.22	2022	1880.17	1034.83	1007.64	1758.09
5900	3072.59	2514.41	1403.06	1181.94	1415	858.33	837.63	566.88	2376.83	1446.42	2372.44	1638.12	1628.65	925.7	1993.78	2517.89	2057.15	2503.67	1127.33	1010.5	2173.59	1480.54	1170.11	1506.89	1746.74	968.48	1241.29	1684.71	2859.93	1607.29	1598.67	2758.25
5901	1609.52	1299.36	823.94	777.88	683.69	507.08	439.98	453.2	634.85	517.52	753.62	734.57	566.59	406.67	648.8	925.73	450.81	800.31	497.05	561.42	919.89	946.36	553.6	713.93	680.34	588.48	848.44	857.67	696.76	568.29	778.95	1065.18
5902	5031.4	2617	1198.63	981.63	1161.3	876.85	729.18	760.06	1240.73	709.87	1619.8	1188.13	1446.17	644.11	1198.27	1199.33	1087.77	2561.47	1329.25	1183.56	1389.31	926.23	1190.47	1412.21	1528.08	1606.25	1672.61	1249.56	1933	1217.6	1285.5	1777.5
5903	3124.43	2215.14	1936.58	1580.31	2018	1354.89	864.56	805.13	3040.09	1827.64	4254	2214	2734.58	1251.33	2416.33	1906.27	1870.09	2101.86	2497.67	1998.25	3023.31	1673.69	1811.22	2452.55	2305.2	1971.14	2950.67	3087.33	3255.53	1622.42	1650.07	3021.29
5904	977.03	1039.18	1085.86	887.86	978.91	679.28	551.46	551.09	1128.54	739.31	1666.62	1354.92	782.36	536.91	1053.12	1848.68	802.4	1742	1063.3	1008.2	1113.16	811.16	947.27	1891.73	1161.31	1380	1139.94	1170.39	1120.06	662.39	807.3	1671.15
5905	1325.47	654.95	1351.53	1097.05	1235.38	901.31	811.76	716.36	2677.56	1308.69	3659.36	2042.37	1322.7	684.6	1203.53	1319.07	911.21	1135.8	1446.5	1334.92	2128.5	1513.13	1864.67	1946.75	1804.83	1442.33	3999.91	2358	1816.44	1190.95	948.93	1186.64
5906	9272.44	4990.11	6254.09	2916.28	5921.17	2674	1720.09	924.32	6695.11	3345	11067.25	5273.83	4899.42	1998.58	4858.24	3292.71	5420.56	4094	6640.33	3659.67	5403.93	2332.8	4356.22	3679.34	4175.93	2132.71	6747.08	4749.83	6674.05	3328.35	2898.17	2229.17
5907	4165.13	2304.94	2110.89	1613.68	2044.42	1238.95	1046.89	733.88	3156.83	1187.25	3677.73	2502.33	2347.2	950.47	3164.67	2925.5	1830	1694.2	2017.06	1765.31	3406.8	2144.6	1550.47	1572.26	2481.93	2497.92	2911.33	1817.22	3602.47	1538.67	2004	1647.58
5908	3170.47	1533.62	1601.61	1459.17	1543.44	1096.83	1035.33	839.8	3088	1015.91	4023.07	2595.2	2105.83	910.08	2274.14	2129.43	1211.97	620.35	1482.28	1733.06	2869.72	2063.04	1319.71	1307.78	2825.21	2003.07	2638.74	1493.74	2198.93	876.83	1117.85	1176
5909	7328.21	4910.92	4503.08	1633.77	6038.09	1640.45	1438	735.24	4554.4	2729.4	8093.6	3241.67	4802.44	1597.56	4336.25	2243.5	3925.47	3193.8	4700.86	1865.57	6017.07	1769.93	2787.9	2193.7	5035.08	1842.23	5300.62	3604.23	6617.29	3337.5	1702.87	1932.33
5910	3526.48	2170.68	2056.52	1325.79	2652.75	1034.5	1018.28	642.52	2756.71	1314.53	5681.22	2336.56	3379.89	1179.89	2448.16	1565	1811.08	1311.05	2329.53	1466	2968.39	1172.79	1645	1578.05	2649.37	1447.59	3147.83	2297.08	2844.08	1298.54	1794.82	1596.82
5911	10213.58	4642.85	5925.42	3053.75	10757.92	4253.58	3340.56	1858.89	10006.81	6505.81	11755.37	7207.11	8258.92	4184.17	5165.2	3361.93	7231.44	4133	5560.33	3714.44	11555.26	4993.21	7455.44	5475.67	11899.29	5031.07	9098.22	8012.22	10257.42	4860.95	4372.31	3523.31
5912	2990.71	1810.46	910.43	703.14	986.45	658.16	534.89	458.98	1118.36	623.28	1440.07	983.15	1308.2	607.5	979	892.56	605.36	765.44	749.13	731.81	1101.04	858.16	1045.54	1431.54	1039.16	818.68	888.63	862	1000.96	553.97	675.21	743.15
5913	7241.15	5315.77	4312.8	2486.2	6732.11	2710.44	3403.5	1761.42	5254.94	3675.12	5243.13	2432.88	5111.8	2209.73	3138.16	3390.37	5474.19	5615.05	3734.42	2025.33	6700.84	2221.63	2423.27	3138.6	6193	3092.77	3363.62	3032.75	5735.05	3317.55	3423.89	4239.22
5914	13742.6	6557.16	9532.82	5153.48	12951.63	6331.05	6944.26	4109.16	12467.44	5360.63	14028.58	9211.14	9680.97	3670.38	10282.71	5597.29	7788.5	3698.19	7127.9	5224.64	14802.17	5731.81	9293.28	6068.76	11321.76	5035.13	12340.06	5920.55	14642.8	5230.31	7853.81	3674.44
5915	1830.1	1502.3	977.25	1114.58	1833.14	2001.81	647.52	565.57	1342	1100	1354.07	1190.07	807.52	722.1	1039.81	1879.93	682.29	1422	852.61	1016	1334.73	1265.59	704.8	1423.8	1308.08	1127.79	848	1224.94	1058.6	1080.1	825	1555.16
5916	1960.3	945.84	765.07	966.85	735.35	729.74	490.85	552.54	746.84	491.8	1169.75	989.75	745.62	579.55	618.26	999.05	572.38	527.93	552.1	600.76	1099.08	800.74	790.5	1055.08	961.94	690.81	790.39	969.5	998.94	534.05	742.95	1255.54
5917	2066.56	1107.78	849.5	829.55	700.33	555.87	474.48	508.48	788.85	676.69	1289.57	862.57	969.46	662.93	883.6	1350.33	586.29	667.77	872.08	852.75	974.15	829.65	711.08	1056.5	1043.15	991.19	1204.44	1153.89	1006.25	896.12	1078.08	1744.33
5918	2046.79	1344.74	793.82	827.87	583.5	496.66	514.17	473.63	552.59	534.35	851.89	1072.89	693	497.62	558.62	1016.19	537	1248.87	764.78	1194	937.42	1057.42	659.89	1032.89	914.69	1297.12	758	1203.11	899.52	1046.04	829.3	1850.65
5919	4580.11	2331.56	1746.34	1007	1779.67	891.28	862.92	617.5	2250.08	1593.83	3516.45	1813.45	2348.7	1254.3	983.33	1126	2449.83	3805.22	1609.22	1428.89	1675.6	1104.53	1329.21	1685.36	2508.56	1722.56	1224.94	1907.88	2663.05	2287.65	1589.08	2553.42
5920	1767.09	1273.41	751.68	497.15	851.38	502.77	635	714.64	760.14	453.57	1269.67	935.83	708.81	441.59	620.14	646.68	572.3	897.95	744.78	681.44	1151.46	917.49	739.71	1144.21	965.41	674.71	904.17	865.75	860.14	577.62	710.61	627.35
5921	1923.81	1573.29	1081	1089.3	695.43	638.43	494.9	507.65	730.59	880.31	1146.73	1799.13	624.96	718.08	927.3	1503.6	1226.59	3330.19	652.09	813.09	1197.06	1221.56	602.62	912.69	952.36	858.97	1049.1	1707.2	1014.33	1073.35	1216.89	3376.22
5922	3082.69	2746.59	1800.37	1528.23	2007.68	1005.36	886.3	720.04	2128.92	1121.03	2855.13	1755.68	1921.42	902.36	1525.6	1300.6	1811.85	2197.12	1859.61	1316	2071.83	1410.14	1262.81	1244	2298.93	1364.3	1929.84	1853.03	2719.5	1425.45	1130.04	1603.83
5923	11733.67	11598.56	13378.94	6358.81	12639.42	5001.17	9553.44	4101.67	9533.69	6734.88	12000.81	5324.19	9676.33	4211	6203.33	6305.67	6847.96	9289.82	8484.89	3600	13191.71	3768.79	7384.6	8234.4	9986.12	4456.19	8930.23	6155	14243.11	9093.67	6969.25	6006
5924	1533.17	1860.92	1151.44	1096.37	1243.85	1296.3	511.51	511.54	962.1	1100.09	1499.5	1851.1	1041.11	922.78	776.81	1174.94	1024.81	2249.38	808	1383.56	1581	1551.05	987.58	1962.25	1046.77	1438.97	1033.12	1310.79	1272.86	1256.54	1212.29	3499.71
5925	1253	1016.78	949.08	810.83	709.92	668.91	539.84	513	756.18	634.35	1298.43	1263.5	575.79	497.5	838.47	1296	430.79	623.08	810.22	932.92	987.12	821.38	848.33	1534.33	1155.92	1651.25	1122	1477.64	882.79	906.91	839.24	1566.29
5926	8863.69	3398.23	9709.36	4718.29	9609.75	4329.92	2300.76	1551	11211.92	3974.33	10856.66	6486.08	8764.17	3365.58	9450.83	4675.08	6797.57	2621.43	7214.14	5576.81	11646.45	6575.59	4885.14	2972.43	8847	4500.3	9756.65	4120.24	14959.22	4782.89	3401.81	1971.06
5927	1233.83	2038	1039.22	1029.78	846.29	1064.93	573.07	585.82	791.78	762	1338.3	2001.1	763.78	692.43	1259	2566.8	808.76	1920	923.77	1090.89	852.1	941.52	690.75	1180.42	1057.92	1461.15	1020.6	1772.1	916.48	1175.72	720.44	1968.11
5928	1633.74	1564.74	1373.36	1397.17	1176.81	932.57	727.38	743	1310.94	952.88	2050.5	2023.37	853.19	604.27	1256.25	2053.71	736	1006.29	1031.21	1167.74	1262.16	972.35	1198.54	1689	1153.96	1220.44	1403.74	1644.66	1253.8	723.93	1093.58	1889.29
5929	1649	1706.61	824.74	943	651.8	769.6	572.71	571.65	743.26	716.74	1216.53	1579.47	574.95	678.79	1021.09	1623.92	926.18	2395.58	635.36	832.79	828.5	1137	546.7	1048.55	1250.13	2042.47	744.24	1282.7	1065.92	1172.33	935.86	1613.86
5930	1722.92	1508.67	848.94	866.81	731.27	574.86	584.9	682.7	690.76	666.59	942.4	1323.4	749.28	549.18	1003.62	1507.69	847.9	2048.4	493.53	584.21	922.11	1074.78	610.25	1175.56	1521	2266.77	738.57	1136.71	723.35	899.75	956.7	2115.6
5931	3140.38	2483.77	967.18	822.73	579.06	500.76	622.87	530.48	575.47	738.2	1048.25	1470.92	562.21	800.5	653.71	1052.87	1165.5	2746.66	666	1016.8	800.3	946.18	660.56	1602.78	1018.71	1654.78	1092.22	1707.33	820.8	851.35	1361.56	2948.77
5932	1095.34	629.83	849.3	808.53	470	413.59	593.6	714.53	561.75	627.33	1295	1768	475.53	486.95	545.14	860.53	1114.7	2563.15	793.44	1060.11	764.71	837.38	637.08	1236.67	980.85	1411.63	724.33	1247.58	957.33	1117.83	897.78	2373.56
5933	2385.89	1594.67	770.68	760.42	551.77	446.38	559.89	689.05	574.25	667.33	915.33	1601.89	702.92	819.92	771	1295.2	1140.5	2807.57	882.11	1206	740.17	773.41	776.7	1288.6	922.93	1631.31	872.31	1258.54	997.06	1284.78	942.78	2188
5934	2418.14	1706.07	780.25	777.3	893.65	858.05	455.83	872.11	819.88	874.29	886	1591	744.37	779.32	834.17	1583.59	905.45	2398.91	1012.89	1603.11	888.97	922.83	977.56	1840.78	1295.57	1608.36	841.43	1392.29	870.85	1008.31	1270.78	2596.66
5935	7908.1	3705.4	3016.78	1695.45	3832.75	2037.42	1629	1024	4175.21	2194.21	7378.67	3325.42	4763.33	1891.11	4012.78	3381.56	4790.25	4764.42	4265.44	2782.89	4453.22	2254.5	2405.27	1908.33	3605.2	2274.8	4728.3	3792.9	5704.67	3344.33	2345.5	2877.67
5936	2746.17	1856.25	1278.62	1151.47	1458.9	1180.2	700.1	730	1210.58	1122.32	1529.16	1453.08	990.83	759	1633.56	2326	1673.25	3217.69	863.36	1268.09	1894.3	1468	729.09	1103.36	1533.53	1529.63	1381.78	1552	1362.15	1663.77	1570.22	3581.44
5937	1331.62	1353.74	1063.22	1112.44	557.34	644.92	567.92	641.85	852.73	1121.33	1154.7	1319.2	485.44	459.63	737.87	1272	1385.67	3252.25	648	789.71	866.94	892.93	584.94	919.25	1147.75	1482.33	818.25	1323.75	1151.77	1487.92	1028.67	2145.33
5938	2302.38	1671.88	874.5	703.44	663.1	542.1	496.2	473.48	648.04	509.97	1130.5	952.5	817.23	564	827.16	1021.63	676.16	1371.78	771.5	765.64	1005.4	781.64	807.83	1079.94	1006.29	962.11	912.75	954.08	826.56	518.18	802.75	1170.5
